silesia.tar,misc.tar,uiq2-8.bin,uiq2-16.bin,uiq-32.bin,deepfield.tar,enwik8.tar,large.tar,vmlinux-5.10.tar,artificl.tar,fannie_mae_500k.tar,uiq2-4.bin,ambivert.wav.tar
0,0,0,0.62,0.64,0.53,0.49,0.53,0.4,0.41,0.34,0.41,0.37,0.32
