jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.82,0.79,0.78,0.73,0.7,0.7,0.69,0.69,0.66,0.66
