png-small,svg-medium,psd-medium,svg-small,jpeg-medium,png-medium,png-large,jpeg-small,svg-large,jpeg-large,psd-large,psd-small
0,0,0,0.63,0.66,0.66,0.63,0.66,0.65,0.65,0.64,0.63,0.62
