artificl.tar,large.tar,silesia.tar,fannie_mae_500k.tar,ambivert.wav.tar,vmlinux-5.10.tar,misc.tar,uiq2-8.bin,deepfield.tar,uiq2-4.bin,uiq-32.bin,uiq2-16.bin,enwik8.tar
0,0,0,0.73,0.38,0.41,0.52,0.38,0.4,0.45,0.32,0.43,0.41,0.44
