uiq-32.bin,deepfield.tar,uiq2-16.bin,vmlinux-5.10.tar,ambivert.wav.tar,uiq2-4.bin,silesia.tar,enwik8.tar,artificl.tar,uiq2-8.bin,large.tar,misc.tar,fannie_mae_500k.tar
0,0,0,0.81,0.81,0.82,0.82,0.81,0.81,0.81,0.81,0.79,0.8,0.8
