uiq2-16.bin,silesia.tar,artificl.tar,misc.tar,deepfield.tar,large.tar,enwik8.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq2-4.bin,vmlinux-5.10.tar,uiq-32.bin,uiq2-8.bin
0,0,0,0.9,0.84,0.86,0.83,0.8,0.81,0.8,0.8,0.8,0.79,0.79
