misc.tar,uiq2-8.bin,ambivert.wav.tar,artificl.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,uiq2-4.bin,silesia.tar,large.tar,enwik8.tar,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.64,0.78,0.65,0.59,0.64,0.65,0.69,0.72,0.73,0.76,0.77
