psd-large,svg-small,svg-medium,jpeg-medium,png-large,jpeg-small,jpeg-large,psd-small,svg-large,psd-medium,png-medium,png-small
0,0,0,0.56,0.47,0.52,0.58,0.57,0.59,0.62,0.62,0.6,0.6
