psd-medium,psd-large,psd-small,svg-medium,png-medium,png-small,png-large,jpeg-medium,jpeg-large,svg-large,jpeg-small,svg-small
0,0,0,0.86,0.75,0.7,0.69,0.68,0.68,0.7,0.72,0.72,0.68
