enwik8.tar,uiq2-16.bin,uiq2-8.bin,large.tar,ambivert.wav.tar,uiq2-4.bin,silesia.tar,vmlinux-5.10.tar,deepfield.tar,fannie_mae_500k.tar,uiq-32.bin,misc.tar,artificl.tar
0,0,0,0.8,0.86,0.89,0.89,0.89,0.9,0.9,0.89,0.88,0.87,0.86
