psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.88,0.77,0.75,0.75,0.74,0.71,0.69,0.69,0.68,0.68
