uiq2-8.bin,artificl.tar,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar,enwik8.tar,uiq2-4.bin,large.tar,uiq-32.bin,deepfield.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.64,0.66,0.74,0.77,0.78,0.81,0.82,0.83,0.83,0.83,0.81
