png-large,jpeg-medium,svg-large,jpeg-large,png-small,svg-small,svg-medium,psd-small,psd-medium,png-medium,jpeg-small,psd-large
0,0,0,0.75,0.68,0.64,0.65,0.66,0.63,0.62,0.64,0.67,0.67
