png-medium,psd-medium,png-small,svg-large,psd-large,jpeg-medium,svg-small,psd-small,svg-medium,jpeg-small,png-large,jpeg-large
0,0,0,0.87,0.79,0.75,0.7,0.69,0.7,0.66,0.66,0.65,0.66
