uiq2-8.bin,fannie_mae_500k.tar,uiq2-4.bin,large.tar,ambivert.wav.tar,uiq2-16.bin,artificl.tar,enwik8.tar,deepfield.tar,uiq-32.bin,misc.tar,vmlinux-5.10.tar,silesia.tar
0,0,0,0.58,0.62,0.48,0.49,0.38,0.46,0.41,0.42,0.45,0.29,0.35
