psd-small,jpeg-medium,psd-medium,png-medium,svg-medium,svg-large,png-small,jpeg-small,png-large,psd-large,svg-small,jpeg-large
0,0,0,0.78,0.8,0.79,0.73,0.72,0.67,0.68,0.68,0.71,0.69
