uiq-32.bin,enwik8.tar,misc.tar,vmlinux-5.10.tar,uiq2-16.bin,ambivert.wav.tar,uiq2-8.bin,silesia.tar,deepfield.tar,artificl.tar,fannie_mae_500k.tar,large.tar,uiq2-4.bin
0,0,0,0.9,0.86,0.87,0.87,0.86,0.86,0.85,0.85,0.84,0.84,0.84
