uiq2-8.bin,fannie_mae_500k.tar,uiq2-16.bin,enwik8.tar,uiq2-4.bin,silesia.tar,misc.tar,deepfield.tar,ambivert.wav.tar,uiq-32.bin,vmlinux-5.10.tar,artificl.tar,large.tar
0,0,0,0.86,0.9,0.91,0.88,0.88,0.87,0.84,0.79,0.83,0.82,0.79
