svg-small,psd-medium,jpeg-large,png-medium,psd-small,svg-medium,jpeg-small,psd-large,svg-large,png-large,jpeg-medium,png-small
0,0,0,0.35,0.59,0.68,0.69,0.68,0.68,0.66,0.64,0.61,0.64
