png-large,jpeg-small,svg-large,jpeg-medium,svg-small,svg-medium,png-medium,png-small,psd-large,psd-medium,jpeg-large,psd-small
0,0,0,0.55,0.52,0.49,0.54,0.56,0.59,0.62,0.63,0.65,0.67
