uiq2-4.bin,enwik8.tar,fannie_mae_500k.tar,misc.tar,uiq-32.bin,uiq2-16.bin,artificl.tar,ambivert.wav.tar,silesia.tar,large.tar,vmlinux-5.10.tar,uiq2-8.bin,deepfield.tar
0,0,0,0.98,0.88,0.74,0.72,0.74,0.7,0.68,0.69,0.72,0.74,0.75
