deepfield.tar,enwik8.tar,misc.tar,uiq2-4.bin,uiq2-16.bin,large.tar,ambivert.wav.tar,fannie_mae_500k.tar,uiq-32.bin,uiq2-8.bin,vmlinux-5.10.tar,artificl.tar,silesia.tar
0,0,0,0.87,0.86,0.87,0.86,0.87,0.87,0.87,0.88,0.87,0.87,0.87
