png-medium,psd-small,psd-medium,svg-medium,jpeg-large,jpeg-small,png-small,svg-small,png-large,svg-large,jpeg-medium,psd-large
0,0,0,0.82,0.82,0.82,0.8,0.75,0.74,0.7,0.68,0.68,0.68
