png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.84,0.77,0.79,0.78,0.75,0.72,0.68,0.7,0.67,0.64
