enwik8.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.82,0.84,0.84,0.85,0.86,0.83,0.77,0.72,0.66,0.74,0.63
