png-medium,jpeg-large,png-small,svg-medium,jpeg-small,jpeg-medium,psd-large,psd-small,png-large,svg-small,psd-medium,svg-large
0,0,0,0.88,0.81,0.79,0.74,0.74,0.75,0.74,0.73,0.73,0.71
