psd-large,svg-small,psd-medium,svg-medium,png-large,jpeg-large,png-medium,jpeg-medium,svg-large,jpeg-small,png-small,psd-small
0,0,0,0.69,0.45,0.33,0.42,0.33,0.33,0.28,0.48,0.36,0.37
