jpeg-medium,png-large,svg-large,svg-small,png-small,jpeg-small,jpeg-large,png-medium,psd-small,svg-medium,psd-large,psd-medium
0,0,0,0.79,0.75,0.65,0.65,0.65,0.66,0.67,0.68,0.67,0.67
