psd-small,jpeg-medium,svg-large,psd-medium,png-small,psd-large,svg-small,png-large,jpeg-small,svg-medium,png-medium,jpeg-large
0,0,0,0.85,0.73,0.7,0.65,0.65,0.62,0.63,0.64,0.65,0.63
