svg-large,psd-large,jpeg-small,png-small,jpeg-medium,png-medium,svg-small,psd-small,svg-medium,jpeg-large,psd-medium,png-large
0,0,0,0.58,0.58,0.57,0.61,0.65,0.66,0.66,0.66,0.66,0.66
