svg-small,png-large,jpeg-medium,svg-large,png-medium,png-small,svg-medium,psd-medium,jpeg-small,psd-small,jpeg-large,psd-large
0,0,0,0.45,0.68,0.65,0.65,0.66,0.64,0.64,0.64,0.63,0.65
