jpeg-large,psd-medium,png-large,psd-large,psd-small,jpeg-small,jpeg-medium,svg-large,svg-medium,svg-small,png-medium,png-small
0,0,0,0.82,0.83,0.86,0.79,0.74,0.75,0.74,0.74,0.72,0.72
