svg-small,jpeg-small,psd-large,jpeg-large,png-medium,psd-medium,psd-small,svg-large,svg-medium,jpeg-medium,png-small,png-large
0,0,0,0.62,0.6,0.69,0.71,0.72,0.71,0.69,0.69,0.68,0.69
