svg-large,svg-medium,psd-small,psd-large,jpeg-medium,jpeg-small,png-small,jpeg-large,svg-small,png-medium,png-large,psd-medium
0,0,0,0.73,0.52,0.49,0.38,0.35,0.59,0.47,0.48,0.48,0.28
