enwik8.tar,large.tar,uiq-32.bin,deepfield.tar,uiq2-16.bin,uiq2-8.bin,artificl.tar,uiq2-4.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,silesia.tar,misc.tar,ambivert.wav.tar
0,0,0,0.91,0.91,0.9,0.89,0.91,0.88,0.88,0.88,0.8,0.83,0.79
