misc.tar,fannie_mae_500k.tar,uiq-32.bin,silesia.tar,deepfield.tar,enwik8.tar,ambivert.wav.tar,vmlinux-5.10.tar,uiq2-4.bin,large.tar,artificl.tar,uiq2-16.bin,uiq2-8.bin
0,0,0,0.64,0.66,0.7,0.7,0.68,0.66,0.67,0.67,0.7,0.68,0.66
