png-small,svg-medium,svg-large,png-medium,psd-small,png-large,psd-medium,jpeg-medium,svg-small,jpeg-large,psd-large,jpeg-small
0,0,0,0.56,0.62,0.48,0.5,0.43,0.44,0.3,0.43,0.38,0.32
