svg-small,png-large,svg-medium,svg-large,png-small,jpeg-medium,jpeg-large,png-medium,psd-large,psd-small,psd-medium,jpeg-small
0,0,0,0.36,0.5,0.49,0.36,0.29,0.28,0.4,0.51,0.39,0.31
