png-medium,psd-medium,jpeg-large,jpeg-medium,png-small,psd-large,psd-small,svg-large,svg-medium,svg-small,jpeg-small,png-large
0,0,0,0.86,0.88,0.89,0.86,0.82,0.81,0.77,0.75,0.71,0.68
