psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.48,0.54,0.49,0.55,0.53,0.53,0.53,0.55,0.58,0.6
