silesia.tar,fannie_mae_500k.tar,deepfield.tar,uiq2-4.bin,ambivert.wav.tar,uiq2-16.bin,large.tar,artificl.tar,uiq-32.bin,uiq2-8.bin,enwik8.tar,vmlinux-5.10.tar,misc.tar
0,0,0,0.42,0.29,0.2,0.18,0.4,0.38,0.42,0.28,0.31,0.33,0.33
