uiq2-8.bin,large.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,silesia.tar,uiq2-4.bin,enwik8.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.96,0.9,0.92,0.85,0.81,0.82,0.84,0.81,0.78,0.8,0.8
