svg-medium,psd-large,svg-small,svg-large,psd-small,jpeg-large,psd-medium,jpeg-small,png-small,png-large,png-medium,jpeg-medium
0,0,0,0.73,0.58,0.55,0.59,0.63,0.67,0.69,0.69,0.71,0.71
