psd-large,png-medium,svg-large,png-large,svg-medium,svg-small,psd-small,jpeg-medium,jpeg-large,psd-medium,jpeg-small,png-small
0,0,0,0.77,0.68,0.68,0.68,0.65,0.66,0.68,0.7,0.7,0.69
