uiq2-8.bin,large.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,silesia.tar,uiq2-4.bin,enwik8.tar,misc.tar,uiq-32.bin,uiq2-16.bin,vmlinux-5.10.tar,fannie_mae_500k.tar
0,0,0,0.91,0.77,0.81,0.76,0.7,0.73,0.76,0.75,0.74,0.76,0.76
