psd-large,svg-medium,png-small,jpeg-large,psd-medium,jpeg-small,png-large,jpeg-medium,svg-small,psd-small,svg-large,png-medium
0,0,0,0.69,0.66,0.7,0.73,0.71,0.71,0.73,0.71,0.69,0.69
