svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.42,0.34,0.35,0.44,0.32,0.34,0.27,0.26,0.23,0.24
