vmlinux-5.10.tar,enwik8.tar,misc.tar,fannie_mae_500k.tar,large.tar,ambivert.wav.tar,uiq2-4.bin,deepfield.tar,silesia.tar,artificl.tar,uiq2-8.bin,uiq-32.bin,uiq2-16.bin
0,0,0,0.82,0.84,0.84,0.84,0.83,0.83,0.83,0.82,0.82,0.82,0.82
