enwik8.tar,uiq-32.bin,deepfield.tar,vmlinux-5.10.tar,large.tar,fannie_mae_500k.tar,ambivert.wav.tar,misc.tar,uiq2-16.bin,artificl.tar,uiq2-4.bin,silesia.tar,uiq2-8.bin
0,0,0,0.76,0.56,0.33,0.69,0.6,0.57,0.46,0.45,0.57,0.47,0.46
