png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.78,0.85,0.86,0.82,0.78,0.75,0.74,0.72,0.71,0.72
