svg-medium,psd-large,svg-small,svg-large,psd-small,jpeg-large,psd-medium,jpeg-small,png-small,png-large,png-medium,jpeg-medium
0,0,0,0.6,0.44,0.63,0.55,0.57,0.38,0.52,0.45,0.39,0.33
