enwik8.tar,large.tar,ambivert.wav.tar,vmlinux-5.10.tar,artificl.tar,uiq2-8.bin,silesia.tar,deepfield.tar,uiq2-16.bin,fannie_mae_500k.tar,uiq2-4.bin,uiq-32.bin,misc.tar
0,0,0,0.93,0.8,0.72,0.5,0.7,0.68,0.62,0.51,0.58,0.54,0.45
