uiq2-4.bin,large.tar,vmlinux-5.10.tar,misc.tar,fannie_mae_500k.tar,ambivert.wav.tar,uiq2-8.bin,silesia.tar,uiq2-16.bin,deepfield.tar,uiq-32.bin,enwik8.tar,artificl.tar
0,0,0,0.93,0.92,0.83,0.77,0.79,0.8,0.81,0.82,0.82,0.83,0.84
