jpeg-large,svg-small,psd-small,psd-large,jpeg-small,svg-large,png-large,png-small,psd-medium,svg-medium,png-medium,jpeg-medium
0,0,0,0.67,0.52,0.23,0.47,0.52,0.31,0.48,0.34,0.43,0.45
