psd-small,jpeg-medium,svg-large,psd-medium,png-small,psd-large,svg-small,png-large,jpeg-small,svg-medium,png-medium,jpeg-large
0,0,0,0.51,0.52,0.5,0.52,0.52,0.54,0.55,0.57,0.56,0.57
