uiq2-4.bin,vmlinux-5.10.tar,ambivert.wav.tar,deepfield.tar,artificl.tar,enwik8.tar,silesia.tar,uiq2-8.bin,uiq-32.bin,fannie_mae_500k.tar,misc.tar,large.tar,uiq2-16.bin
0,0,0,0.84,0.7,0.67,0.61,0.57,0.61,0.64,0.67,0.65,0.65,0.66
