jpeg-medium,svg-small,psd-large,svg-medium,psd-small,jpeg-large,png-medium,png-small,psd-medium,png-large,jpeg-small,svg-large
0,0,0,0.85,0.75,0.7,0.66,0.69,0.71,0.71,0.69,0.71,0.71
