psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.88,0.73,0.69,0.73,0.7,0.68,0.67,0.66,0.68,0.69
