png-medium,psd-large,jpeg-large,jpeg-medium,svg-small,psd-small,png-small,svg-large,jpeg-small,svg-medium,psd-medium,png-large
0,0,0,0.79,0.57,0.51,0.38,0.26,0.6,0.54,0.39,0.3,0.42
