svg-small,svg-large,jpeg-medium,psd-small,png-small,png-medium,svg-medium,psd-large,jpeg-small,png-large,jpeg-large,psd-medium
0,0,0,0.61,0.55,0.43,0.3,0.41,0.57,0.52,0.35,0.33,0.33
