psd-large,jpeg-large,svg-small,svg-medium,psd-medium,png-medium,png-small,png-large,svg-large,jpeg-small,psd-small,jpeg-medium
0,0,0,0.71,0.67,0.56,0.48,0.41,0.35,0.45,0.41,0.35,0.41
