psd-medium,png-small,svg-medium,jpeg-large,png-medium,svg-large,svg-small,jpeg-small,psd-large,jpeg-medium,psd-small,png-large
0,0,0,0.58,0.51,0.53,0.58,0.56,0.57,0.57,0.58,0.6,0.6
