jpeg-small,png-medium,svg-large,jpeg-medium,svg-small,png-large,psd-medium,jpeg-large,svg-medium,psd-large,psd-small,png-small
0,0,0,0.62,0.57,0.41,0.5,0.54,0.29,0.36,0.4,0.42,0.36
