ambivert.wav.tar,large.tar,uiq2-8.bin,silesia.tar,uiq2-4.bin,deepfield.tar,enwik8.tar,misc.tar,uiq-32.bin,fannie_mae_500k.tar,vmlinux-5.10.tar,artificl.tar,uiq2-16.bin
0,0,0,0.78,0.42,0.55,0.4,0.51,0.67,0.51,0.32,0.47,0.54,0.34
